owner_id;mode;vehicle_id;type_id;critair;technology;age;euro
622;car;622:car;default_car;Crit'air 1;Gazole;0;6
623;car;623:car;default_car;Crit'air 1;Gazole;0;6
666209;car;666209:car;default_car;Crit'air 1;Gazole;0;6
666210;car;666210:car;default_car;Crit'air 1;Gazole;0;6
666208;car;666208:car;default_car;Crit'air 1;Gazole;0;6
1021688;car;1021688:car;default_car;Crit'air 1;Gazole;0;6
1021687;car;1021687:car;default_car;Crit'air 1;Gazole;0;6
1021686;car;1021686:car;default_car;Crit'air 1;Gazole;0;6
1872139;car;1872139:car;default_car;Crit'air 1;Gazole;0;6
1872137;car;1872137:car;default_car;Crit'air 1;Gazole;0;6
1872138;car;1872138:car;default_car;Crit'air 1;Gazole;0;6
2111628;car;2111628:car;default_car;Crit'air 1;Gazole;0;6
2111629;car;2111629:car;default_car;Crit'air 1;Gazole;0;6
2111630;car;2111630:car;default_car;Crit'air 1;Gazole;0;6
2111631;car;2111631:car;default_car;Crit'air 1;Gazole;0;6
2124975;car;2124975:car;default_car;Crit'air 1;Gazole;0;6
2124976;car;2124976:car;default_car;Crit'air 1;Gazole;0;6
2124977;car;2124977:car;default_car;Crit'air 1;Gazole;0;6
237428;car;237428:car;default_car;Crit'air 1;Gazole;0;6
495794;car;495794:car;default_car;Crit'air 1;Gazole;0;6
495795;car;495795:car;default_car;Crit'air 1;Gazole;0;6
2470;car;2470:car;default_car;Crit'air 1;Gazole;0;6
2471;car;2471:car;default_car;Crit'air 1;Gazole;0;6
59478;car;59478:car;default_car;Crit'air 1;Gazole;0;6
59475;car;59475:car;default_car;Crit'air 1;Gazole;0;6
59476;car;59476:car;default_car;Crit'air 1;Gazole;0;6
59477;car;59477:car;default_car;Crit'air 1;Gazole;0;6
859427;car;859427:car;default_car;Crit'air 1;Gazole;0;6
859428;car;859428:car;default_car;Crit'air 1;Gazole;0;6
1145267;car;1145267:car;default_car;Crit'air 1;Gazole;0;6
1145268;car;1145268:car;default_car;Crit'air 1;Gazole;0;6
1746371;car;1746371:car;default_car;Crit'air 1;Gazole;0;6
1746370;car;1746370:car;default_car;Crit'air 1;Gazole;0;6
2092142;car;2092142:car;default_car;Crit'air 1;Gazole;0;6
2092141;car;2092141:car;default_car;Crit'air 1;Gazole;0;6
2092140;car;2092140:car;default_car;Crit'air 1;Gazole;0;6
2092139;car;2092139:car;default_car;Crit'air 1;Gazole;0;6
2212779;car;2212779:car;default_car;Crit'air 1;Gazole;0;6
2212780;car;2212780:car;default_car;Crit'air 1;Gazole;0;6
2300157;car;2300157:car;default_car;Crit'air 1;Gazole;0;6
2300156;car;2300156:car;default_car;Crit'air 1;Gazole;0;6
2460151;car;2460151:car;default_car;Crit'air 1;Gazole;0;6
2460150;car;2460150:car;default_car;Crit'air 1;Gazole;0;6
2585452;car;2585452:car;default_car;Crit'air 1;Gazole;0;6
2585453;car;2585453:car;default_car;Crit'air 1;Gazole;0;6
2714233;car;2714233:car;default_car;Crit'air 1;Gazole;0;6
161710;car;161710:car;default_car;Crit'air 1;Gazole;0;6
161711;car;161711:car;default_car;Crit'air 1;Gazole;0;6
161709;car;161709:car;default_car;Crit'air 1;Gazole;0;6
189325;car;189325:car;default_car;Crit'air 1;Gazole;0;6
189323;car;189323:car;default_car;Crit'air 1;Gazole;0;6
189322;car;189322:car;default_car;Crit'air 1;Gazole;0;6
189324;car;189324:car;default_car;Crit'air 1;Gazole;0;6
253309;car;253309:car;default_car;Crit'air 1;Gazole;0;6
253308;car;253308:car;default_car;Crit'air 1;Gazole;0;6
291401;car;291401:car;default_car;Crit'air 1;Gazole;0;6
291399;car;291399:car;default_car;Crit'air 1;Gazole;0;6
291400;car;291400:car;default_car;Crit'air 1;Gazole;0;6
291402;car;291402:car;default_car;Crit'air 1;Gazole;0;6
412063;car;412063:car;default_car;Crit'air 1;Gazole;0;6
412061;car;412061:car;default_car;Crit'air 1;Gazole;0;6
412062;car;412062:car;default_car;Crit'air 1;Gazole;0;6
412064;car;412064:car;default_car;Crit'air 1;Gazole;0;6
504467;car;504467:car;default_car;Crit'air 1;Gazole;0;6
504468;car;504468:car;default_car;Crit'air 1;Gazole;0;6
504469;car;504469:car;default_car;Crit'air 1;Gazole;0;6
561622;car;561622:car;default_car;Crit'air 1;Gazole;0;6
561621;car;561621:car;default_car;Crit'air 1;Gazole;0;6
561620;car;561620:car;default_car;Crit'air 1;Gazole;0;6
561623;car;561623:car;default_car;Crit'air 1;Gazole;0;6
655004;car;655004:car;default_car;Crit'air 1;Gazole;0;6
655005;car;655005:car;default_car;Crit'air 1;Gazole;0;6
655003;car;655003:car;default_car;Crit'air 1;Gazole;0;6
741005;car;741005:car;default_car;Crit'air 1;Gazole;0;6
824439;car;824439:car;default_car;Crit'air 1;Gazole;0;6
824436;car;824436:car;default_car;Crit'air 1;Gazole;0;6
824437;car;824437:car;default_car;Crit'air 1;Gazole;0;6
824438;car;824438:car;default_car;Crit'air 1;Gazole;0;6
874229;car;874229:car;default_car;Crit'air 1;Gazole;0;6
913395;car;913395:car;default_car;Crit'air 1;Gazole;0;6
913394;car;913394:car;default_car;Crit'air 1;Gazole;0;6
913393;car;913393:car;default_car;Crit'air 1;Gazole;0;6
913392;car;913392:car;default_car;Crit'air 1;Gazole;0;6
984036;car;984036:car;default_car;Crit'air 1;Gazole;0;6
984034;car;984034:car;default_car;Crit'air 1;Gazole;0;6
984035;car;984035:car;default_car;Crit'air 1;Gazole;0;6
996634;car;996634:car;default_car;Crit'air 1;Gazole;0;6
996632;car;996632:car;default_car;Crit'air 1;Gazole;0;6
996633;car;996633:car;default_car;Crit'air 1;Gazole;0;6
1013394;car;1013394:car;default_car;Crit'air 1;Gazole;0;6
1013392;car;1013392:car;default_car;Crit'air 1;Gazole;0;6
1013393;car;1013393:car;default_car;Crit'air 1;Gazole;0;6
1223924;car;1223924:car;default_car;Crit'air 1;Gazole;0;6
1223923;car;1223923:car;default_car;Crit'air 1;Gazole;0;6
1223925;car;1223925:car;default_car;Crit'air 1;Gazole;0;6
1231844;car;1231844:car;default_car;Crit'air 1;Gazole;0;6
1231843;car;1231843:car;default_car;Crit'air 1;Gazole;0;6
1231841;car;1231841:car;default_car;Crit'air 1;Gazole;0;6
1231842;car;1231842:car;default_car;Crit'air 1;Gazole;0;6
1239532;car;1239532:car;default_car;Crit'air 1;Gazole;0;6
1239533;car;1239533:car;default_car;Crit'air 1;Gazole;0;6
1239530;car;1239530:car;default_car;Crit'air 1;Gazole;0;6
1239531;car;1239531:car;default_car;Crit'air 1;Gazole;0;6
1239529;car;1239529:car;default_car;Crit'air 1;Gazole;0;6
1459210;car;1459210:car;default_car;Crit'air 1;Gazole;0;6
1675264;car;1675264:car;default_car;Crit'air 1;Gazole;0;6
1675266;car;1675266:car;default_car;Crit'air 1;Gazole;0;6
1675265;car;1675265:car;default_car;Crit'air 1;Gazole;0;6
1675263;car;1675263:car;default_car;Crit'air 1;Gazole;0;6
1688599;car;1688599:car;default_car;Crit'air 1;Gazole;0;6
1688600;car;1688600:car;default_car;Crit'air 1;Gazole;0;6
1772176;car;1772176:car;default_car;Crit'air 1;Gazole;0;6
1772175;car;1772175:car;default_car;Crit'air 1;Gazole;0;6
1772178;car;1772178:car;default_car;Crit'air 1;Gazole;0;6
1772177;car;1772177:car;default_car;Crit'air 1;Gazole;0;6
1776741;car;1776741:car;default_car;Crit'air 1;Gazole;0;6
1776742;car;1776742:car;default_car;Crit'air 1;Gazole;0;6
1777585;car;1777585:car;default_car;Crit'air 1;Gazole;0;6
1777586;car;1777586:car;default_car;Crit'air 1;Gazole;0;6
1777583;car;1777583:car;default_car;Crit'air 1;Gazole;0;6
1777582;car;1777582:car;default_car;Crit'air 1;Gazole;0;6
1777584;car;1777584:car;default_car;Crit'air 1;Gazole;0;6
1855417;car;1855417:car;default_car;Crit'air 1;Gazole;0;6
1855416;car;1855416:car;default_car;Crit'air 1;Gazole;0;6
2021109;car;2021109:car;default_car;Crit'air 1;Gazole;0;6
2021112;car;2021112:car;default_car;Crit'air 1;Gazole;0;6
2021110;car;2021110:car;default_car;Crit'air 1;Gazole;0;6
2021114;car;2021114:car;default_car;Crit'air 1;Gazole;0;6
2021113;car;2021113:car;default_car;Crit'air 1;Gazole;0;6
2021108;car;2021108:car;default_car;Crit'air 1;Gazole;0;6
2021111;car;2021111:car;default_car;Crit'air 1;Gazole;0;6
2075319;car;2075319:car;default_car;Crit'air 1;Gazole;0;6
2075321;car;2075321:car;default_car;Crit'air 1;Gazole;0;6
2075323;car;2075323:car;default_car;Crit'air 1;Gazole;0;6
2075322;car;2075322:car;default_car;Crit'air 1;Gazole;0;6
2075320;car;2075320:car;default_car;Crit'air 1;Gazole;0;6
2094851;car;2094851:car;default_car;Crit'air 1;Gazole;0;6
2515653;car;2515653:car;default_car;Crit'air 1;Gazole;0;6
2515654;car;2515654:car;default_car;Crit'air 1;Gazole;0;6
2515652;car;2515652:car;default_car;Crit'air 1;Gazole;0;6
2518081;car;2518081:car;default_car;Crit'air 1;Gazole;0;6
2518082;car;2518082:car;default_car;Crit'air 1;Gazole;0;6
2518080;car;2518080:car;default_car;Crit'air 1;Gazole;0;6
2721651;car;2721651:car;default_car;Crit'air 1;Gazole;0;6
2721653;car;2721653:car;default_car;Crit'air 1;Gazole;0;6
2721652;car;2721652:car;default_car;Crit'air 1;Gazole;0;6
2721650;car;2721650:car;default_car;Crit'air 1;Gazole;0;6
3140;car;3140:car;default_car;Crit'air 1;Gazole;0;6
3141;car;3141:car;default_car;Crit'air 1;Gazole;0;6
26114;car;26114:car;default_car;Crit'air 1;Gazole;0;6
826075;car;826075:car;default_car;Crit'air 1;Gazole;0;6
826074;car;826074:car;default_car;Crit'air 1;Gazole;0;6
1187691;car;1187691:car;default_car;Crit'air 1;Gazole;0;6
1187690;car;1187690:car;default_car;Crit'air 1;Gazole;0;6
1302427;car;1302427:car;default_car;Crit'air 1;Gazole;0;6
1302428;car;1302428:car;default_car;Crit'air 1;Gazole;0;6
1407003;car;1407003:car;default_car;Crit'air 1;Gazole;0;6
1407004;car;1407004:car;default_car;Crit'air 1;Gazole;0;6
2129613;car;2129613:car;default_car;Crit'air 1;Gazole;0;6
2129614;car;2129614:car;default_car;Crit'air 1;Gazole;0;6
2233488;car;2233488:car;default_car;Crit'air 1;Gazole;0;6
2233489;car;2233489:car;default_car;Crit'air 1;Gazole;0;6
2346020;car;2346020:car;default_car;Crit'air 1;Gazole;0;6
2346019;car;2346019:car;default_car;Crit'air 1;Gazole;0;6
2415345;car;2415345:car;default_car;Crit'air 1;Gazole;0;6
2415344;car;2415344:car;default_car;Crit'air 1;Gazole;0;6
2442801;car;2442801:car;default_car;Crit'air 1;Gazole;0;6
2442802;car;2442802:car;default_car;Crit'air 1;Gazole;0;6
1550760;car;1550760:car;default_car;Crit'air 1;Gazole;0;6
2064543;car;2064543:car;default_car;Crit'air 1;Gazole;0;6
2064542;car;2064542:car;default_car;Crit'air 1;Gazole;0;6
2213223;car;2213223:car;default_car;Crit'air 1;Gazole;0;6
2213222;car;2213222:car;default_car;Crit'air 1;Gazole;0;6
2581608;car;2581608:car;default_car;Crit'air 1;Gazole;0;6
2581609;car;2581609:car;default_car;Crit'air 1;Gazole;0;6
4226;car;4226:car;default_car;Crit'air 1;Gazole;0;6
4227;car;4227:car;default_car;Crit'air 1;Gazole;0;6
103498;car;103498:car;default_car;Crit'air 1;Gazole;0;6
103499;car;103499:car;default_car;Crit'air 1;Gazole;0;6
103500;car;103500:car;default_car;Crit'air 1;Gazole;0;6
103501;car;103501:car;default_car;Crit'air 1;Gazole;0;6
1136207;car;1136207:car;default_car;Crit'air 1;Gazole;0;6
1136205;car;1136205:car;default_car;Crit'air 1;Gazole;0;6
1136204;car;1136204:car;default_car;Crit'air 1;Gazole;0;6
1136206;car;1136206:car;default_car;Crit'air 1;Gazole;0;6
2041301;car;2041301:car;default_car;Crit'air 1;Gazole;0;6
2041302;car;2041302:car;default_car;Crit'air 1;Gazole;0;6
2041300;car;2041300:car;default_car;Crit'air 1;Gazole;0;6
2424050;car;2424050:car;default_car;Crit'air 1;Gazole;0;6
2424051;car;2424051:car;default_car;Crit'air 1;Gazole;0;6
243911;car;243911:car;default_car;Crit'air 1;Gazole;0;6
243910;car;243910:car;default_car;Crit'air 1;Gazole;0;6
311363;car;311363:car;default_car;Crit'air 1;Gazole;0;6
482064;car;482064:car;default_car;Crit'air 1;Gazole;0;6
482063;car;482063:car;default_car;Crit'air 1;Gazole;0;6
604936;car;604936:car;default_car;Crit'air 1;Gazole;0;6
604937;car;604937:car;default_car;Crit'air 1;Gazole;0;6
604938;car;604938:car;default_car;Crit'air 1;Gazole;0;6
1019198;car;1019198:car;default_car;Crit'air 1;Gazole;0;6
1019199;car;1019199:car;default_car;Crit'air 1;Gazole;0;6
1019200;car;1019200:car;default_car;Crit'air 1;Gazole;0;6
1019197;car;1019197:car;default_car;Crit'air 1;Gazole;0;6
1121059;car;1121059:car;default_car;Crit'air 1;Gazole;0;6
1121058;car;1121058:car;default_car;Crit'air 1;Gazole;0;6
1121056;car;1121056:car;default_car;Crit'air 1;Gazole;0;6
1121057;car;1121057:car;default_car;Crit'air 1;Gazole;0;6
1396491;car;1396491:car;default_car;Crit'air 1;Gazole;0;6
1396490;car;1396490:car;default_car;Crit'air 1;Gazole;0;6
1396488;car;1396488:car;default_car;Crit'air 1;Gazole;0;6
1396489;car;1396489:car;default_car;Crit'air 1;Gazole;0;6
